"1","0.000000","1698367969.126657000","10.45.0.3","192.168.238.198","GTP <TCP>","118","40445 → 34567 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM TSval=1641396631 TSecr=0 WS=128"
"2","0.001390","1698367969.128047000","192.168.238.198","10.45.0.3","GTP <TCP>","118","34567 → 40445 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1705785163 TSecr=1641396631 WS=128"
"3","0.002033","1698367969.128690000","10.45.0.3","192.168.238.198","GTP <TCP>","110","40445 → 34567 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1641396633 TSecr=1705785163"
"4","0.003323","1698367969.129980000","10.45.0.3","192.168.238.198","GTP <TCP>","110","40445 → 34567 [FIN, ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1641396634 TSecr=1705785163"
"5","0.003626","1698367969.130283000","192.168.238.198","10.45.0.3","GTP <TCP>","110","34567 → 40445 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=1705785165 TSecr=1641396634"
"6","0.004156","1698367969.130813000","10.45.0.3","192.168.238.198","GTP <TCP>","110","40445 → 34567 [ACK] Seq=2 Ack=2 Win=65280 Len=0 TSval=1641396635 TSecr=1705785165"
"7","0.007934","1698367969.134591000","10.45.0.3","192.168.238.198","GTP <TCP>","118","50293 → 34567 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM TSval=1641396639 TSecr=0 WS=128"
"8","0.008078","1698367969.134735000","192.168.238.198","10.45.0.3","GTP <TCP>","118","34567 → 50293 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1705785169 TSecr=1641396639 WS=128"
"9","0.008590","1698367969.135247000","10.45.0.3","192.168.238.198","GTP <TCP>","110","50293 → 34567 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1641396640 TSecr=1705785169"
"10","0.008912","1698367969.135569000","10.45.0.3","192.168.238.198","GTP <TCP>","110","50293 → 34567 [FIN, ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1641396640 TSecr=1705785169"
"11","0.009232","1698367969.135889000","192.168.238.198","10.45.0.3","GTP <TCP>","110","34567 → 50293 [FIN, ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=1705785170 TSecr=1641396640"
"12","0.009678","1698367969.136335000","10.45.0.3","192.168.238.198","GTP <TCP>","110","50293 → 34567 [ACK] Seq=2 Ack=2 Win=65280 Len=0 TSval=1641396641 TSecr=1705785170"
"13","0.029889","1698367969.156546000","10.45.0.3","192.168.238.198","GTP <TCP>","118","36375 → 34567 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM TSval=1641396661 TSecr=0 WS=128"
"14","0.030153","1698367969.156810000","192.168.238.198","10.45.0.3","GTP <TCP>","118","34567 → 36375 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1705785191 TSecr=1641396661 WS=128"
"15","0.030608","1698367969.157265000","10.45.0.3","192.168.238.198","GTP <TCP>","110","36375 → 34567 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1641396662 TSecr=1705785191"
"16","0.030944","1698367969.157601000","10.45.0.3","192.168.238.198","GTP <TCP>","130","36375 → 34567 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=20 TSval=1641396662 TSecr=1705785191"
"17","0.030981","1698367969.157638000","10.45.0.3","192.168.238.198","GTP <TCP>","386","36375 → 34567 [PSH, ACK] Seq=21 Ack=1 Win=65280 Len=276 TSval=1641396662 TSecr=1705785191"
"18","0.031092","1698367969.157749000","192.168.238.198","10.45.0.3","GTP <TCP>","110","34567 → 36375 [ACK] Seq=1 Ack=21 Win=65152 Len=0 TSval=1705785192 TSecr=1641396662"
"19","0.031147","1698367969.157804000","192.168.238.198","10.45.0.3","GTP <TCP>","110","34567 → 36375 [ACK] Seq=1 Ack=297 Win=64896 Len=0 TSval=1705785192 TSecr=1641396662"
