"1","0.000000","1698367969.361612000","10.45.0.3","172.22.0.16","TCP","74","40365 → 5061 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM TSval=2754086384 TSecr=0 WS=128"
"2","0.000207","1698367969.361819000","172.22.0.16","10.45.0.3","TCP","74","5061 → 40365 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3168739879 TSecr=2754086384 WS=128"
"3","0.000220","1698367969.361832000","172.22.0.16","10.45.0.3","TCP","74","[TCP Retransmission] 5061 → 40365 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3168739879 TSecr=2754086384 WS=128"
"4","0.002054","1698367969.363666000","10.45.0.3","172.22.0.16","TCP","66","40365 → 5061 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=2754086386 TSecr=3168739879"
"5","0.020227","1698367969.381839000","10.45.0.3","172.22.0.16","TLSv1","254","Client Hello"
"6","0.020377","1698367969.381989000","172.22.0.16","10.45.0.3","TCP","66","5061 → 40365 [ACK] Seq=1 Ack=189 Win=65024 Len=0 TSval=3168739900 TSecr=2754086401"
"7","0.020394","1698367969.382006000","172.22.0.16","10.45.0.3","TCP","66","[TCP Dup ACK 6#1] 5061 → 40365 [ACK] Seq=1 Ack=189 Win=65024 Len=0 TSval=3168739900 TSecr=2754086401"
"8","0.026954","1698367969.388566000","172.22.0.16","10.45.0.3","TLSv1.2","1189","Server Hello, Certificate, Certificate Request, Server Hello Done"
"9","0.026975","1698367969.388587000","172.22.0.16","10.45.0.3","TCP","1189","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=1 Ack=189 Win=65024 Len=1123 TSval=3168739906 TSecr=2754086401"
"10","0.029528","1698367969.391140000","10.45.0.3","172.22.0.16","TCP","66","40365 → 5061 [ACK] Seq=189 Ack=1124 Win=64256 Len=0 TSval=2754086412 TSecr=3168739906"
"11","0.031580","1698367969.393192000","10.45.0.3","172.22.0.16","TLSv1.2","396","Certificate, Client Key Exchange, Change Cipher Spec, Finished"
"12","0.041467","1698367969.403079000","172.22.0.16","10.45.0.3","TLSv1.2","292","New Session Ticket, Change Cipher Spec, Finished"
"13","0.041487","1698367969.403099000","172.22.0.16","10.45.0.3","TCP","292","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=1124 Ack=519 Win=64768 Len=226 TSval=3168739921 TSecr=2754086415"
"14","0.043334","1698367969.404946000","10.45.0.3","172.22.0.16","SIP","701","Request: REGISTER sip:172.22.0.16;transport=tls  (1 binding) | "
"15","0.044887","1698367969.406499000","172.22.0.16","10.45.0.3","SIP","668","Status: 401 Unauthorized | "
"16","0.044901","1698367969.406513000","172.22.0.16","10.45.0.3","TCP","668","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=1350 Ack=1154 Win=64256 Len=602 TSval=3168739924 TSecr=2754086427"
"17","0.049014","1698367969.410626000","10.45.0.3","172.22.0.16","SIP","1000","Request: REGISTER sip:172.22.0.16;transport=tls  (1 binding) | "
"18","0.051986","1698367969.413598000","172.22.0.16","10.45.0.3","SIP","630","Status: 200 OK (REGISTER)  (1 binding) | "
"19","0.052001","1698367969.413613000","172.22.0.16","10.45.0.3","TCP","630","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=1952 Ack=2088 Win=64128 Len=564 TSval=3168739931 TSecr=2754086432"
"20","0.102755","1698367969.464367000","10.45.0.3","172.22.0.16","TCP","66","40365 → 5061 [ACK] Seq=2088 Ack=2516 Win=64256 Len=0 TSval=2754086485 TSecr=3168739931"
"21","12.336293","1698367981.697905000","172.22.0.16","10.45.0.3","SIP/SDP","1129","Request: INVITE sip:102@172.22.0.4:40365;transport=TLS;ob | "
"22","12.336311","1698367981.697923000","172.22.0.16","10.45.0.3","TCP","1129","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=2516 Ack=2088 Win=64128 Len=1063 TSval=3168752215 TSecr=2754086485"
"23","12.339758","1698367981.701370000","10.45.0.3","172.22.0.16","TCP","66","40365 → 5061 [ACK] Seq=2088 Ack=3579 Win=64256 Len=0 TSval=2754098722 TSecr=3168752215"
"24","12.457361","1698367981.818973000","10.45.0.3","172.22.0.16","SIP","429","Status: 100 Trying | "
"25","12.458862","1698367981.820474000","10.45.0.3","172.22.0.16","SRTCP","116","Receiver Report   "
"26","12.459039","1698367981.820651000","10.45.0.3","172.22.0.16","SRTCP","116","Receiver Report   "
"27","12.500347","1698367981.861959000","172.22.0.16","10.45.0.3","TCP","66","5061 → 40365 [ACK] Seq=3579 Ack=2451 Win=64128 Len=0 TSval=3168752380 TSecr=2754098840"
"28","12.500367","1698367981.861979000","172.22.0.16","10.45.0.3","TCP","66","[TCP Dup ACK 27#1] 5061 → 40365 [ACK] Seq=3579 Ack=2451 Win=64128 Len=0 TSval=3168752380 TSecr=2754098840"
"29","12.501223","1698367981.862835000","10.45.0.3","172.22.0.16","SIP","619","Status: 180 Ringing | "
"30","12.501337","1698367981.862949000","172.22.0.16","10.45.0.3","TCP","66","5061 → 40365 [ACK] Seq=3579 Ack=3004 Win=64128 Len=0 TSval=3168752381 TSecr=2754098885"
"31","12.501345","1698367981.862957000","172.22.0.16","10.45.0.3","TCP","66","[TCP Dup ACK 30#1] 5061 → 40365 [ACK] Seq=3579 Ack=3004 Win=64128 Len=0 TSval=3168752381 TSecr=2754098885"
"32","12.509635","1698367981.871247000","10.45.0.3","172.22.0.16","SIP/SDP","1141","Status: 200 OK (INVITE) | "
"33","12.509769","1698367981.871381000","172.22.0.16","10.45.0.3","TCP","66","5061 → 40365 [ACK] Seq=3579 Ack=4079 Win=64128 Len=0 TSval=3168752389 TSecr=2754098891"
"34","12.509778","1698367981.871390000","172.22.0.16","10.45.0.3","TCP","66","[TCP Dup ACK 33#1] 5061 → 40365 [ACK] Seq=3579 Ack=4079 Win=64128 Len=0 TSval=3168752389 TSecr=2754098891"
"35","12.510851","1698367981.872463000","172.22.0.16","10.45.0.3","SIP","548","Request: ACK sip:102@172.22.0.4:40365;transport=TLS;ob | "
"36","12.510867","1698367981.872479000","172.22.0.16","10.45.0.3","TCP","548","[TCP Retransmission] 5061 → 40365 [PSH, ACK] Seq=3579 Ack=4079 Win=64128 Len=482 TSval=3168752390 TSecr=2754098891"
"37","12.514422","1698367981.876034000","10.45.0.3","172.22.0.16","TCP","66","40365 → 5061 [ACK] Seq=4079 Ack=4061 Win=64256 Len=0 TSval=2754098898 TSecr=3168752390"
"38","12.516488","1698367981.878100000","10.45.0.3","172.22.0.16","SRTP","224","PT=ITU-T G.711 PCMA, SSRC=0x6FA1FA03, Seq=1262, Time=160, Mark"
"39","12.521799","1698367981.883411000","10.45.0.3","172.22.0.16","SRTP","224","PT=ITU-T G.711 PCMA, SSRC=0x6FA1FA03, Seq=1263, Time=320"
